From	To
SNAR-B2	100170217
OR10A7	121364
SNAR-B1	100170224
LOC728752	728752
FXN	2395
WASH2P	375260
WASH2P	375690
WASH2P	653635
WASH2P	374666
LOC728769	728769
SIGMAR1	10280
SNAR-C3	100170226
SNAR-C2	100170218
SNAR-C5	100170223
SNAR-C4	100170219
RPL23AP32	56969
SNAR-C1	100170225
OR2H2	7932
OR2H1	26716
STEAP2	261729
STEAP1	26872
MON1B	22879
MON1A	84315
PARD3	56288
NEO1	4756
OR2G3	81469
OR2G2	81470
NR1D1	9572
NR1D2	9975
OR2G6	391211
IL10RB	3588
MDC1	9656
IL10RA	3587
NENF	29937
CCDC163P	126661
FYB	2533
SNAR-A9	100169955
SNAR-A8	100169958
LOC728743	728743
CSNK1A1L	122011
SNAR-A3	100169951
TEX9	374618
SNAR-A5	100169952
SNAR-A4	100169956
SNAR-A7	100169953
SNAR-A6	100169957
BLVRA	644
OR2F2	135948
OR2F1	26211
TEX2	55852
MEOX2	4223
FYN	2534
MEOX1	4222
BLVRB	645
ZSCAN12P1	221584
WASH3P	375260
WASH3P	375690
WASH3P	653635
WASH3P	374666
ATP5A1	498
LOC728739	728739
APOBEC3G	60489
APOBEC3H	164668
APOBEC3F	200316
APOBEC3C	27350
APOBEC3D	140564
APOBEC3B	9582
APOBEC3A	200315
TTC21A	199223
FA2H	79152
RAI14	26064
NEBL	10529
SEC61B	10952
LSAMP	4045
PYGO1	26108
PYGO2	90780
KRTAP22-1	337979
KRTAP22-2	100288287
SEC61G	23480
ANTXRL	195977
COPS7A	50813
COPS7B	64708
GFM2	84340
MDP1	145553
TAGAP	117289
GFM1	85476
OR10C1	442194
FN1	2335
TESC	54997
PCGEM1	64002
SPTBN5	51332
OOEP	441161
TTC21B	79809
SPTBN4	57731
UBOX5	22888
TET2	54790
TET1	80312
ARMS2	387715
PLEKHA4	57664
PPIF	10105
PPIE	10450
PLEKHA3	65977
TET3	200424
PLEKHA6	22874
PPIH	10465
PPIG	9360
PLEKHA5	54477
PLEKHA8	84725
PPIB	5479
FLG	2312
PLEKHA7	144100
PPIA	653214
PPIA	439953
PPIA	5478
PPID	5481
PPIC	5480
LOC392232	392232
SPTBN2	6712
SPTBN1	6711
ANTXR2	118429
ANTXR1	84168
SCMH1	22955
PHPT1	29085
PLEKHA2	59339
PLEKHA1	59338
OR2A1	346528
OR2A1	402317
SGPP1	81537
SGPP2	130367
PPOX	5498
CBFA2T3	863
CBFA2T2	9139
TERC	7012
PLEKHB2	55041
FOS	2353
PLEKHB1	58473
EXOC3L2	90332
ACOT11	26027
ACOT12	134526
ACOT13	55856
FLJ46284	441369
MDN1	23195
TERT	7015
NLRP7	199713
TTC23L	153657
NLRP6	171389
PARM1	25849
NLRP5	126206
NLRP4	147945
CAMK1G	57172
RALBP1	100129773
RALBP1	10928
PPAP2C	8612
NLRP9	338321
NLRP8	126205
OR10J5	127385
OR10J3	441911
NLRP3	114548
NLRP2	55655
NLRP1	22861
OR10J1	26476
ZMIZ2	83637
ZMIZ1	57178
MDM2	4193
MDM4	4194
MDM1	56890
CAMK1D	57118
CUEDC2	79004
FRK	2444
CAMK2G	818
TIPARP	25976
ENDOU	8909
OR10G2	26534
OR10G4	390264
OR10G3	26533
PLEKHD1	122453
OR10G7	390265
OR10G8	219869
OR10G9	219870
HINFP	25988
CAMK2D	817
TEPP	374739
NEFH	4744
CAMK2B	816
GFI1	2672
PPAP2A	8611
PPAP2B	8613
CAMK2A	815
NEFL	4747
NEFM	4741
PPWD1	23398
OR10H1	26539
PARK2	5071
OR10H5	284433
OR10H4	126541
PARK7	11315
OR10H3	26532
AMMECR1L	83607
OR10H2	26538
ATXN1	6310
ATXN2	6311
ATXN3	4287
ATXN7	6314
ENDOG	2021
PECAM1	5175
TEP1	7011
BMPR1B	658
CUEDC1	404093
BMPR1A	643778
BMPR1A	657
RPL18	6141
RPL17	100132742
RPL17	729046
RPL17	727984
RPL17	645296
RPL17	646909
RPL17	391655
RPL17	6139
RPL17	100129657
RPL17	729301
RPL17	643863
RPL17	729340
RPL19	100129424
RPL19	6143
RPL14	9045
RPL13	6137
RPL13	388344
RPL15	728002
RPL15	728088
RPL15	100130624
RPL15	728576
RPL15	653232
RPL15	6138
PVRIG	79037
ACBD7	414149
ACBD6	84320
ACBD5	91452
ACBD4	79777
ACBD3	64746
LOC285074	285074
MALL	7851
AIF1L	83543
RPL11	6135
RPL12	6136
RPL12	100129982
RPL12	400389
RPL12	729500
RPL12	440176
RPL12	646875
RPL12	100132795
AUP1	550
PTPRJ	5795
OPA3	80207
OR2S2	56656
PTPRK	5796
OPA1	4976
PTPRM	5797
PTPRF	5792
PTPRG	5793
PTPRH	5794
PTPRR	5801
PTPRS	5802
PTPRT	11122
PTPRU	10076
PTPRN	5798
PTPRO	5800
PTPRQ	374462
MIRLET7D	406886
MIRLET7E	406887
MIRLET7B	406884
MIRLET7C	406885
MIRLET7I	406891
MIRLET7G	406890
OR10K1	391109
OR10K2	391107
ACADSB	36
ATP5SL	55101
OR2T2	401992
OR2T1	26696
OR2T4	127074
OR2T3	343173
HFE	3077
PPT2	9374
PPT1	5538
SDHAF2	54949
SDHAF1	644096
MANF	7873
URGCP	55665
PVRL4	81607
LOC401463	401463
PVRL1	5818
PVRL3	25945
PVRL2	5819
OR2T5	401993
OR2T6	254879
OR2T8	343172
OR2T8	343171
UNC45B	146862
MEPCE	56257
UNC45A	55898
RANBP17	64901
NPLOC4	55666
HGD	3081
HGF	3082
HSPA12A	259217
HSPA12B	116835
MAP2	4133
HGS	9146
MAP4	4134
NUTF2	10204
MAP7	9053
MAP6	4135
MAP9	79884
RANBP10	57610
ASPDH	554235
HLF	3131
UFC1	51506
OR2V2	285659
COPB2	9276
ADCK1	57143
POMGNT1	55624
ADCK2	90956
HLX	3142
MAPT	4137
COPB1	1315
ADCK4	79934
OR10P1	121130
ADCK5	203054
ARHGEF4	50649
GUSBP1	375513
GUSBP1	728411
ARHGEF3	50650
ARHGEF2	9181
ARHGEF1	9138
ARHGEF7	8874
GMEB2	26205
ARHGEF5	7984
GMEB1	10691
LEUTX	342900
LOC729506	729506
HN1	51155
OR2W5	441932
OR2W3	343172
OR2W3	343171
OR2W1	26692
RPL41	6171
CYBRD1	79901
RPL3L	6123
GANAB	23193
GNG13	51764
RPL35	11224
RPL35	646766
RPL35	440737
HK2	642546
HK2	3099
HK1	3098
NLRX1	79671
RPL36	347292
RPL36	25873
GNG11	2791
RPL37	6167
GNG12	55970
RPL38	6169
RPL30	6156
RPL32	677797
RPL32	6161
RPL32	619563
HPSE2	60495
RPL31	100129882
RPL31	6160
RPL31	653773
HK3	3101
RPL34	6164
SPAG11B	653423
SPAG11B	10407
SPAG11A	653423
SPAG11A	10407
MAS1	4142
SLC4A8	9498
SLC4A7	9497
OR10R2	343406
SLC4A9	83697
RANBP3L	202151
MARS	4141
PPY2	23614
OR2Y1	134083
EXPH5	23086
RPL26	100132547
RPL26	441073
RPL26	100131526
RPL26	6154
RPL26	646966
RPL27	6155
RPL24	100129808
RPL24	6152
RPL28	6158
RPL29	283412
RPL29	647285
RPL29	6159
RPL29	643531
RPL29	100131713
RPL23	646949
RPL23	9349
RPL22	6146
RPL22	402100
GNG10	548645
GNG10	2790
GNG10	552891
RPL21	653156
RPL21	645174
RPL21	727821
RPL21	100133273
RPL21	653665
RPL21	6144
RPL21	728782
RPL21	440487
RPL21	642738
RPL21	440575
RPL21	389156
RPL21	100129685
RPL21	388621
RPL21	731688
RPL21	728693
RPL21	100131205
RPL21	653737
RPL21	653079
RPL21	387753
RPL21	388532
RPL21	100131672
RPL21	100129141
RPL21	729402
RPL21	729208
BNIP3L	665
OR10Q1	219960
CTNNAL1	8727
CAPZA3	93661
OR10T2	128360
OR2J3	442186
CAPZA2	830
CAPZA1	829
OR2J2	26707
SH2D7	646892
LOC728819	728819
SH2D5	400745
SH2D6	284948
LONRF1	91694
LONRF2	164832
MATK	4145
PHRF1	57661
OR10S1	219873
HAL	3034
OR2K2	26248
TECR	9524
JUNB	3726
NFU1	27247
COPG2	26958
SRXN1	140809
MAVS	57506
OR2L8	391190
CNTFR	1271
OR2L3	391192
OR2L2	26246
SLC48A1	55652
JUND	3727
LOC285000	285000
RPL7A	152663
RPL7A	728992
RPL7A	644029
RPL7A	728139
RPL7A	6130
RPL7A	441034
RPL7A	388474
LYSMD2	256586
LYSMD1	388695
LYSMD4	145748
ATP5L2	267020
LYSMD3	116068
OR10W1	81341
OR2M7	391196
TLR10	81793
ATP5J2	9551
OR2M2	391194
OR2M3	127062
OR2M4	26245
OR2M5	127059
OR10V1	390201
DUOX2	50506
PIP5K1B	8395
WWC1	23286
DUOX1	53905
PIP5K1C	23396
WWC2	80014
PIP5K1A	8394
CCRL2	9034
HDC	3067
CABLES2	81928
CSF2RB	1439
IPMK	253430
CABLES1	91768
NFX1	4799
CSHL1	1444
RNU6ATAC	100151684
IPO9	55705
IPO8	10526
ACADVL	37
IPO7	10527
IPO4	79711
IPO5	3843
OR10X1	128367
BTAF1	9044
HBM	3042
NR3C2	4306
NFYC	4802
ATP5G2	517
NFYB	4801
ATP5G1	516
NR3C1	2908
NFYA	4800
ESYT2	57488
ATP5G3	518
ESYT1	23344
ESYT3	83850
UFM1	51569
SH2B3	10019
SH2B2	10603
SH2B1	25970
A4GNT	51146
HBB	3043
HBD	3045
SCLT1	132320
CNTD1	124817
CNTD2	79935
HCK	3055
SAAL1	113174
ATP5F1	515
DACH1	1602
TRANK1	9881
OR10Z1	128368
HBZ	3050
ZRANB2	9406
ZRANB1	54764
ZRANB3	84083
IPPK	64768
ADCY3	109
ADCY4	196883
ADCY1	107
ADCY2	108
QPCTL	54814
ADCY7	113
OVCH1	341350
ADCY8	114
ADCY5	111
OVCH2	341277
ADCY6	112
DUPD1	338599
GET4	51608
PSKH2	85481
MEI1	150365
RTBDN	83546
PSKH1	5681
DEPDC1B	55789
DEPDC7	91614
DEPDC1	55635
TAF6L	10629
DEPDC4	120863
DEPDC5	9681
CRCT1	54544
KIAA0947	23379
OR6W1P	89883
FCER1G	2207
FCER1A	2205
LOC100126784	100126784
ANKMY2	57037
ANKMY1	51281
ADPRH	141
PSORS1C3	100130889
YY1AP1	54856
YY1AP1	55249
CHCHD10	400916
PSORS1C2	170680
KIAA0922	23240
PSORS1C1	170679
IL5RA	3568
COPS2	9318
COPS5	10987
COPS6	10980
HIP1R	9026
COPS3	8533
COPS4	51138
OR11A1	26531
COPS8	10920
CAMKK1	84254
LOC440461	440461
CAMKK2	10645
MKRN7P	7686
TTC30A	92104
RESP18	389075
TTC30B	150737
NR2F6	2063
NR2F2	7026
DOCK10	55619
NR2F1	7025
CATSPER2P1	440278
GEN1	348654
MED6	10001
MED7	9443
MED4	29079
MED8	112950
MED9	55090
AVEN	57099
MECR	51102
MED1	5469
PLEK2	26499
NFS1	9054
LOC440434	9520
LOC440434	440434
MEFV	4210
MEG8	79104
MEG3	55384
OPN5	221391
ADCY9	115
OPN3	23596
OPN4	94233
LOC399815	399815
MAEA	10296
ARNT2	9915
MAEL	84944
MAF1	84232
KLHL3	26249
KLHL2	11275
GP9	2815
H19	283120
KLHL1	57626
KLHL7	55975
KLHL8	57563
KLHL5	51088
GP5	2814
KLHL6	89857
GP6	51206
DYSF	8291
KLHL9	55958
GP2	2813
SLC4A2	6522
PARD3B	117583
SLC4A1	6521
SLC4A4	8671
SLC4A3	6508
SLC4A5	57835
SDHAP1	255812
IQCK	124152
SDHAP2	727956
SDHAP3	728609
MADD	8567
ARNTL	406
MEPE	56955
GNS	2799
IQCH	64799
IQCG	84223
IQCJ	654502
IQCD	115811
IQCC	55721
OR2Z1	284383
IQCE	23288
COPZ2	51226
GNE	10020
COPZ1	22818
DSCAML1	57453
MKRN9P	400058
MKRN9P	23608
OR11G2	390439
PTPLB	201562
SLC30A1	7779
LOC284009	284009
PTPLA	9200
SLC30A4	7782
SLC30A5	64924
SLC30A2	7780
SLC30A3	7781
GML	2765
AXIN2	8313
SLC30A8	169026
SLC30A9	10463
SLC30A6	55676
AXIN1	8312
SLC30A7	148867
MEST	4232
PTPN7	5778
PARD6A	50855
MAFG	4097
PTPN6	5777
MAFF	23764
PARD6B	84612
PTPN9	5780
NFE2	4778
PTPN3	5774
PTPN2	5771
MAFB	9935
PTPN5	84867
PTPN4	5775
OR11H4	390442
MAFK	7975
HIST2H3D	126961
HIST2H3D	8968
HIST2H3D	3013
HIST2H3D	8351
HIST2H3D	8350
HIST2H3D	653604
HIST2H3D	8355
HIST2H3D	8354
HIST2H3D	8353
HIST2H3D	8352
HIST2H3D	8358
HIST2H3D	333932
HIST2H3D	8357
HIST2H3D	8356
DYTN	391475
OR11H6	122748
GLS	2744
ABCC6P2	368
ABCC6P2	730013
ABCC6P1	653190
OVCA2	124641
PARD6G	84552
MAFA	389692
PTPN1	5770
ECHDC1	55862
ECHDC2	55268
ECHDC3	79746
GSS	2937
MEN1	4221
GSR	2936
TDO2	6999
GSN	2934
TTC39C	125488
IFNGR2	3460
FTSJ2	29960
TTC39B	158219
IFNGR1	3459
FTSJ3	117246
TTC39A	22996
KIAA0907	22889
GSC	145258
RASL12	51285
GRP	2922
BVES	11149
GRN	2896
KRTAP23-1	337963
BUB1B	701
HAGHL	84264
MELK	9833
RTN4RL1	146760
MAL2	114569
ADPGK	83440
RSAD2	91543
NFIX	4784
RSAD1	55316
SH3GLB2	56904
SH3GLB1	51100
RTN4RL2	349667
RCSD1	92241
BAHD1	22893
PTPRB	5787
PTPRC	5788
PTPRD	5789
PTPRE	5791
OR11L1	391189
PTPRA	5786
GPI	2821
OR3A3	8392
OR3A1	4994
TDP1	55775
OR3A2	4995
GPT	2875
NFIC	4782
NFIA	4774
SPTAN1	6709
NFIB	4781
SGMS2	166929
SAA3P	6290
SGMS1	259230
LOC441455	441455
AGTR1	185
MC1R	10381
MC1R	4157
CCR10	2826
ILK	3611
PATZ1	23598
LOC391322	391322
TRAPPC2P1	10597
TRAPPC2P1	6399
INA	9118
F7	2155
CD320	51293
F5	2153
F3	2152
F2	2147
MC2R	4158
PRKRIP1	79706
MADCAM1	8174
ARL8A	127829
ARL8B	55207
SLC30A10	55532
GC	2638
PABPC4	8761
AHCTF1	25909
AHCTF1	285116
KIAA1919	91749
IL17C	27189
IL17D	53342
SULT4A1	25830
SGK223	157285
PEA15	8682
IL17A	3605
IL17B	27190
INS	3481
INS	723961
INS	3630
IL17F	112744
PABPC3	5042
PABPC1	341315
PABPC1	26986
LOC401557	401557
FH	2271
LAPTM4B	55353
LAPTM4A	9741
VDAC2	7417
VDAC3	7419
UQCRHL	7388
UQCRHL	440567
VDAC1	642585
VDAC1	7416
APCDD1L	164284
TSPO2	222642
MCPH1	79648
GHDC	84514
OPRM1	4988
KCNAB3	9196
KCNAB2	8514
KCNAB1	7881
DPP10	57628
ARL5A	26225
MIR320C2	100302195
NCCRP1	342897
MIR320C1	100302135
MC5R	4161
ARL5C	390790
KDELR1	10945
ARL5B	221079
IHH	3549
KDELR3	11015
KDELR2	11014
HYAL1	3373
LOC344967	344967
HIST1H1E	3008
HYAL2	8692
HIST1H1D	3007
HYAL3	8372
HIST1H1C	3006
HIST1H1B	3009
HIST1H1A	3024
CNPY3	10695
ARGFXP2	503640
CNPY2	10330
CNPY1	285888
PKDCC	91461
OSTM1	28962
HYAL4	23553
HIST1H1T	3010
IL12A	3592
SORT1	6272
IL12B	3593
LOC729603	729603
ARL4D	379
ARL4C	10123
ARL4A	10124
BCMO1	53630
C7	730
C9	735
EXOC7	23265
KIAA1958	158405
EXOC8	149371
C3	718
C3	100133511
C3	653879
OPRK1	4986
C6	729
C5	727
HDGFRP2	84717
PCOLCE	5118
HDGFRP3	50810
LRRTM4	80059
LRRTM3	347731
LRRTM2	26045
LRRTM1	347730
EXOC4	60412
EXOC3	11336
EXOC6	54536
C2	717
MC3R	4159
EXOC5	10640
NBEAL2	23218
NBEAL1	65065
EXOC2	55770
EXOC1	55763
IL4	3565
IL3	3562
IL6	3569
IL5	3567
IL8	3576
OPRL1	4987
IL7	3574
IL9	3578
CS	1431
NTNG1	22854
NTNG2	84628
LOC201651	201651
MIR320B1	100302117
MC4R	4160
CP	1356
CD302	9936
CD302	4065
IL2	3558
PRC1	9055
RBM15B	29890
IDE	3416
KNTC1	9735
TXLNA	200081
TXLNB	167838
CXCL11	6373
LZTFL1	54585
CXCL12	6387
FDFT1	2222
CXCL10	3627
PRR23A	729627
PRR23A	389151
PRR23B	729627
PRR23B	389151
CYGB	114757
PRR23C	389152
MB	4151
PABPN1	8106
BEND4	389206
BEND3	57673
BEND6	221336
BST2	684
BST2	100129681
BEND5	79656
BST1	683
BEND7	222389
POLR2J2	548644
POLR2J2	246721
POLR2J3	548644
POLR2J3	246721
POLR2J4	84820
PRCD	768206
PRCC	5546
PRCP	5547
ABCA8	10351
ABCA7	10347
HIST1H4L	8370
HIST1H4L	8360
HIST1H4L	121504
HIST1H4L	8362
HIST1H4L	8361
HIST1H4L	8294
HIST1H4L	8364
HIST1H4L	8363
HIST1H4L	8366
HIST1H4L	8365
HIST1H4L	554313
HIST1H4L	8359
HIST1H4L	8368
HIST1H4L	8367
HIST1H4K	8370
HIST1H4K	8360
HIST1H4K	121504
HIST1H4K	8362
HIST1H4K	8361
HIST1H4K	8294
HIST1H4K	8364
HIST1H4K	8363
HIST1H4K	8366
HIST1H4K	8365
HIST1H4K	554313
HIST1H4K	8359
HIST1H4K	8368
HIST1H4K	8367
ABCA9	10350
MAPKAPK5	8550
MAPKAPK3	7867
ABCA2	20
CNPY4	245812
ABCA1	19
MAPKAPK2	9261
ABCA4	24
ABCA3	21
ABCA6	23460
ABCA5	23461
TTYH3	80727
KDELC1	79070
KDELC2	143888
HIST1H4A	8370
HIST1H4A	8360
HIST1H4A	121504
HIST1H4A	8362
HIST1H4A	8361
HIST1H4A	8294
HIST1H4A	8364
HIST1H4A	8363
HIST1H4A	8366
HIST1H4A	8365
HIST1H4A	554313
HIST1H4A	8359
HIST1H4A	8368
HIST1H4A	8367
HIST1H4B	8370
HIST1H4B	8360
HIST1H4B	121504
HIST1H4B	8362
HIST1H4B	8361
HIST1H4B	8294
HIST1H4B	8364
HIST1H4B	8363
HIST1H4B	8366
HIST1H4B	8365
HIST1H4B	554313
HIST1H4B	8359
HIST1H4B	8368
HIST1H4B	8367
TTYH2	94015
TTYH1	57348
OR2T33	391195
HIST1H4E	8370
HIST1H4E	8360
HIST1H4E	121504
HIST1H4E	8362
HIST1H4E	8361
HIST1H4E	8294
HIST1H4E	8364
HIST1H4E	8363
HIST1H4E	8366
HIST1H4E	8365
HIST1H4E	554313
HIST1H4E	8359
HIST1H4E	8368
HIST1H4E	8367
EIF3IP1	442720
HIST1H4F	8370
HIST1H4F	8360
HIST1H4F	121504
HIST1H4F	8362
HIST1H4F	8361
HIST1H4F	8294
HIST1H4F	8364
HIST1H4F	8363
HIST1H4F	8366
HIST1H4F	8365
HIST1H4F	554313
HIST1H4F	8359
HIST1H4F	8368
HIST1H4F	8367
HIST1H4C	8370
HIST1H4C	8360
HIST1H4C	121504
HIST1H4C	8362
HIST1H4C	8361
HIST1H4C	8294
HIST1H4C	8364
HIST1H4C	8363
HIST1H4C	8366
HIST1H4C	8365
HIST1H4C	554313
HIST1H4C	8359
HIST1H4C	8368
HIST1H4C	8367
OR2T34	127068
HIST1H4D	8370
HIST1H4D	8360
HIST1H4D	121504
HIST1H4D	8362
HIST1H4D	8361
HIST1H4D	8294
HIST1H4D	8364
HIST1H4D	8363
HIST1H4D	8366
HIST1H4D	8365
HIST1H4D	554313
HIST1H4D	8359
HIST1H4D	8368
HIST1H4D	8367
HIST1H4I	8370
HIST1H4I	8360
HIST1H4I	121504
HIST1H4I	8362
HIST1H4I	8361
HIST1H4I	8294
HIST1H4I	8364
HIST1H4I	8363
HIST1H4I	8366
HIST1H4I	8365
HIST1H4I	554313
HIST1H4I	8359
HIST1H4I	8368
HIST1H4I	8367
HIST1H4J	8370
HIST1H4J	8360
HIST1H4J	121504
HIST1H4J	8362
HIST1H4J	8361
HIST1H4J	8294
HIST1H4J	8364
HIST1H4J	8363
HIST1H4J	8366
HIST1H4J	8365
HIST1H4J	554313
HIST1H4J	8359
HIST1H4J	8368
HIST1H4J	8367
HIST1H4G	8369
HIST1H4H	8370
HIST1H4H	8360
HIST1H4H	121504
HIST1H4H	8362
HIST1H4H	8361
HIST1H4H	8294
HIST1H4H	8364
HIST1H4H	8363
HIST1H4H	8366
HIST1H4H	8365
HIST1H4H	554313
HIST1H4H	8359
HIST1H4H	8368
HIST1H4H	8367
PRB2	5542
PRB2	653247
PRB2	5545
HIST1H3J	126961
HIST1H3J	8968
HIST1H3J	3013
HIST1H3J	8351
HIST1H3J	8350
HIST1H3J	653604
HIST1H3J	8355
HIST1H3J	8354
HIST1H3J	8353
HIST1H3J	8352
HIST1H3J	8358
HIST1H3J	333932
HIST1H3J	8357
HIST1H3J	8356
PRB3	5544
ABCB9	23457
S100P	6286
ABCB8	11194
PRB1	5542
PRB1	653247
PRB1	5545
RBM12B	389677
PRB4	5542
PRB4	653247
PRB4	5545
IGJ	3512
JRKL	8690
NR4A2	4929
NR4A1	3164
ABCB1	5243
NR4A3	8013
S100Z	170591
CYB561	1534
ABCB6	10058
ABCB5	340273
ABCB5	11066
DNMBP	23268
ABCB4	5244
CXCL17	284340
HILS1	373861
OR2T29	343563
FREM3	166752
CXCL14	9547
S100B	6285
OR2T27	81458
OR2T27	403239
FREM2	341640
CXCL13	10563
CXCL16	58191
FREM1	158326
HIST1H3A	126961
HIST1H3A	8968
HIST1H3A	3013
HIST1H3A	8351
HIST1H3A	8350
HIST1H3A	653604
HIST1H3A	8355
HIST1H3A	8354
HIST1H3A	8353
HIST1H3A	8352
HIST1H3A	8358
HIST1H3A	333932
HIST1H3A	8357
HIST1H3A	8356
HIST1H3B	126961
HIST1H3B	8968
HIST1H3B	3013
HIST1H3B	8351
HIST1H3B	8350
HIST1H3B	653604
HIST1H3B	8355
HIST1H3B	8354
HIST1H3B	8353
HIST1H3B	8352
HIST1H3B	8358
HIST1H3B	333932
HIST1H3B	8357
HIST1H3B	8356
HIST1H3C	126961
HIST1H3C	8968
HIST1H3C	3013
HIST1H3C	8351
HIST1H3C	8350
HIST1H3C	653604
HIST1H3C	8355
HIST1H3C	8354
HIST1H3C	8353
HIST1H3C	8352
HIST1H3C	8358
HIST1H3C	333932
HIST1H3C	8357
HIST1H3C	8356
HIST1H3D	126961
HIST1H3D	8968
HIST1H3D	3013
HIST1H3D	8351
HIST1H3D	8350
HIST1H3D	653604
HIST1H3D	8355
HIST1H3D	8354
HIST1H3D	8353
HIST1H3D	8352
HIST1H3D	8358
HIST1H3D	333932
HIST1H3D	8357
HIST1H3D	8356
HIST1H3E	126961
HIST1H3E	8968
HIST1H3E	3013
HIST1H3E	8351
HIST1H3E	8350
HIST1H3E	653604
HIST1H3E	8355
HIST1H3E	8354
HIST1H3E	8353
HIST1H3E	8352
HIST1H3E	8358
HIST1H3E	333932
HIST1H3E	8357
HIST1H3E	8356
HIST1H3F	126961
HIST1H3F	8968
HIST1H3F	3013
HIST1H3F	8351
HIST1H3F	8350
HIST1H3F	653604
HIST1H3F	8355
HIST1H3F	8354
HIST1H3F	8353
HIST1H3F	8352
HIST1H3F	8358
HIST1H3F	333932
HIST1H3F	8357
HIST1H3F	8356
HIST1H3G	126961
HIST1H3G	8968
HIST1H3G	3013
HIST1H3G	8351
HIST1H3G	8350
HIST1H3G	653604
HIST1H3G	8355
HIST1H3G	8354
HIST1H3G	8353
HIST1H3G	8352
HIST1H3G	8358
HIST1H3G	333932
HIST1H3G	8357
HIST1H3G	8356
HIST1H3H	126961
HIST1H3H	8968
HIST1H3H	3013
HIST1H3H	8351
HIST1H3H	8350
HIST1H3H	653604
HIST1H3H	8355
HIST1H3H	8354
HIST1H3H	8353
HIST1H3H	8352
HIST1H3H	8358
HIST1H3H	333932
HIST1H3H	8357
HIST1H3H	8356
HIST1H3I	126961
HIST1H3I	8968
HIST1H3I	3013
HIST1H3I	8351
HIST1H3I	8350
HIST1H3I	653604
HIST1H3I	8355
HIST1H3I	8354
HIST1H3I	8353
HIST1H3I	8352
HIST1H3I	8358
HIST1H3I	333932
HIST1H3I	8357
HIST1H3I	8356
PC	5091
CYC1	1537
HR	55806
HP	3250
HP	3240
OR2T10	127069
LACE1	246269
OR2T11	127077
OR2T12	127064
HNRNPCL1	343069
HNRNPCL1	440563
HNRNPCL1	652665
HNRNPCL1	649330
LRRFIP2	9209
LRRFIP1	9208
LOC729683	729683
IK	644456
IK	3550
AVL9	23080
CYCS	54205
NEK10	152110
NEK11	79858
PRR20A	729250
PRR20A	729240
PRR20A	729246
PRR20A	729233
PRR20A	122183
PRR20E	729250
PRR20E	729240
PRR20E	729246
PRR20E	729233
PRR20E	122183
PRR20D	729250
PRR20D	729240
PRR20D	729246
PRR20D	729233
PRR20D	122183
PRR20C	729250
PRR20C	729240
PRR20C	729246
PRR20C	729233
PRR20C	122183
PRR20B	729250
PRR20B	729240
PRR20B	729246
PRR20B	729233
PRR20B	122183
TXNRD3	114112
TXNRD2	10587
TXNRD1	100130902
TXNRD1	7296
EHBP1L1	254102
SLC47A1	55244
HIC1	3090
SLC47A2	146802
PAIP2B	400961
HIC2	23119
MPPE1	65258
AVIL	10677
OLR1	4973
KL	9365
KY	339855
ZBED2	79413
CYBA	1535
ICK	22858
ID2	3398
ID1	3397
ZBED5	58486
ZBED4	9889
ZBED3	84327
ID4	3400
ID3	3399
IQUB	154865
OPRD1	4985
HIRA	7290
TRAPPC2L	51693
KRTAP20-1	337975
KRTAP20-2	337976
TPD52	7163
GTF2H2D	2966
GTF2H2D	653238
GTF2H2D	730394
GTF2H2D	728340
GTF2H2C	2966
GTF2H2C	653238
GTF2H2C	730394
GTF2H2C	728340
AHCTF1P1	25909
AHCTF1P1	285116
BIRC8	112401
NSMAF	8439
PRLH	51052
GTPBP2	54676
GTPBP1	9567
GTPBP4	23560
GTPBP3	84705
GTPBP8	29083
UNC5CL	222643
CATSPER4	378807
CATSPER2	117155
CATSPER3	347732
KRTAP20-4	100151643
KRTAP20-3	337985
CATSPER1	117144
C14orf1	11161
C14orf2	9556
CATSPERB	79820
CATSPERG	57828
RAB40C	57799
EPHB3	2049
EPHB4	2050
RAB40B	10966
EPHB1	2047
EPHB2	2048
STON1-GTF2A1L	11036
STON1-GTF2A1L	11037
STON1-GTF2A1L	286749
EPHB6	2051
NGRN	51335
SLC31A2	1318
SLC31A1	1317
HIP1	3092
C21orf90	114043
C21orf91	54149
CELSR3	65010
CELSR3	1951
CELSR2	1952
CELSR1	9620
HS1BP3	64342
EPHA1	2041
EPHA2	1969
PXDNL	137902
EPHA3	2042
EPHA5	2044
EPHA4	2043
OR12D2	26529
EPHA7	2045
EPHA6	285220
OR12D3	81797
OR12D3	81696
EPHA8	2046
TCTA	6988
C21orf88	114041
MGC2889	84789
BEGAIN	57596
UTS2R	2837
GHSR	2693
RPL23AP7	118433
PRH1	5554
PRH1	5555
PRH2	5554
PRH2	5555
C21orf62	56245
TAS1R3	83756
CDCP1	64866
TAS1R1	80835
TAS1R2	80834
CDCP2	200008
EFHD2	79180
TRAPPC6A	79090
EFHD1	80303
C21orf58	54058
C21orf59	56683
TRAPPC6B	122553
LOC728554	728554
LOC728554	84321
C21orf54	728409
PATE1	160065
PRG3	10394
PRG4	10216
PRG1	23574
PRG2	5553
MBD6	114785
MBD5	55777
MBD4	8930
MBD3	53615
MBD2	8932
MBD1	4152
KCNA10	3744
BSND	7809
EFHC1	114327
STYK1	55359
C21orf67	84536
PLA2G7	7941
PLA2G6	8398
PLA2G3	50487
PATE3	100169851
PATE2	399967
